city,userid,tracks,artists,genres
shelbyville,11D15EB0,1,1,1
shelbyville,11D3698F,3,3,3
shelbyville,11D6B5D6,1,1,1
shelbyville,11D708B5,1,1,1
shelbyville,11DE2A8F,1,1,1
shelbyville,11DEDDA9,2,2,2
shelbyville,11DFAF08,1,1,1
shelbyville,11E829AB,1,1,1
shelbyville,11FA4472,1,1,1
shelbyville,11FA744C,1,1,1
shelbyville,11FA7C0,1,1,1
shelbyville,12047CBB,1,1,1
shelbyville,1206160E,1,1,1
shelbyville,1208B431,1,1,1
shelbyville,120E8D22,1,1,1
shelbyville,121A9169,1,1,1
shelbyville,1220C8CC,1,1,1
shelbyville,122531F3,2,2,1
shelbyville,12256924,1,1,1
shelbyville,1226B476,1,1,1
shelbyville,1229A3E8,1,1,1
shelbyville,122B1CE7,1,1,1
shelbyville,122E8A7A,2,2,2
shelbyville,1230264,2,2,2
shelbyville,12329DEF,6,6,2
shelbyville,1232C67D,1,1,1
shelbyville,123753B,1,1,1
shelbyville,12381E6F,1,1,1
shelbyville,12538878,1,1,1
shelbyville,12543BF2,1,1,1
shelbyville,125512D3,1,1,1
shelbyville,125B0834,1,1,1
shelbyville,125B5279,1,1,1
shelbyville,125D578D,1,1,1
shelbyville,1260ED3E,1,1,1
shelbyville,12620F04,1,1,1
shelbyville,12644350,2,2,2
shelbyville,12670960,1,1,1
shelbyville,1267F51D,1,1,1
shelbyville,126D8079,1,1,1
shelbyville,126E7CAB,1,1,1
shelbyville,127347DF,1,1,1
shelbyville,1279A3A3,2,2,2
shelbyville,1279BE5A,1,1,1
shelbyville,127D617A,2,2,1
shelbyville,1282DF69,1,1,1
shelbyville,128BA6,1,1,1
shelbyville,12924752,1,1,1
shelbyville,1292E590,1,1,1
shelbyville,129445D8,2,2,2
shelbyville,1297028F,1,1,1
shelbyville,1298C54B,1,1,1
shelbyville,12A20728,1,1,1
shelbyville,12A4FFD3,2,2,2
shelbyville,12AB8D74,1,1,1
shelbyville,12B42DFC,1,1,1
shelbyville,12C00ABD,1,1,1
shelbyville,12C02AB1,1,1,1
shelbyville,12C063E2,3,3,2
shelbyville,12C37389,1,1,1
shelbyville,12C3B57B,1,1,1
shelbyville,12C49600,2,2,1
shelbyville,12CAA2B,1,1,1
shelbyville,12CF502F,1,1,1
shelbyville,12CF8E5B,2,2,2
shelbyville,12D96EAC,2,2,2
shelbyville,12E27D1,2,2,2
shelbyville,12E3BDDC,1,1,1
shelbyville,12E4B4A4,2,2,2
shelbyville,12EA5730,1,1,1
shelbyville,12EC07A5,1,1,1
shelbyville,12EF45A9,1,1,1
shelbyville,12F58F04,1,1,1
shelbyville,12F5FF42,1,1,1
shelbyville,12F92E96,1,1,1
shelbyville,12F98E1,1,1,1
shelbyville,1304C608,2,2,2
shelbyville,130DB51F,1,1,1
shelbyville,1311B9E,1,1,1
shelbyville,1312C822,1,1,1
shelbyville,1313F2B8,2,2,2
shelbyville,131A126,1,1,1
shelbyville,131AA765,1,1,1
shelbyville,1320853E,2,2,2
shelbyville,132156C5,1,1,1
shelbyville,132C0E25,1,1,1
shelbyville,132DEA93,1,1,1
shelbyville,133408D7,1,1,1
shelbyville,133653D0,1,1,1
shelbyville,133735D9,1,1,1
shelbyville,133BFED8,1,1,1
shelbyville,133E5B87,1,1,1
shelbyville,13451BB1,1,1,1
shelbyville,134C373A,1,1,1
shelbyville,13533822,1,1,1
shelbyville,13538118,1,1,1
shelbyville,1361ED93,1,1,1
shelbyville,136472B1,1,1,1
shelbyville,136913E5,2,1,2
shelbyville,136B1233,2,2,2
shelbyville,13724F1,1,1,1
shelbyville,13745326,1,1,1
shelbyville,13745372,1,1,1
shelbyville,13788492,1,1,1
shelbyville,13797A44,2,2,2
shelbyville,137FBD1F,1,1,1
shelbyville,1380AC31,2,2,2
shelbyville,13860339,2,2,1
shelbyville,1389306B,1,1,1
shelbyville,138AE9A5,1,1,1
shelbyville,138CAC57,2,2,2
shelbyville,138F43CB,1,1,1
shelbyville,139587B8,1,1,1
shelbyville,139AA958,1,1,1
shelbyville,139F430B,1,1,1
shelbyville,13A1F0E9,1,1,1
shelbyville,13A4CA4D,1,1,1
shelbyville,13AE6462,1,1,1
shelbyville,13B22E85,1,1,1
shelbyville,13BF2728,1,1,1
shelbyville,13BFA7F1,1,1,1
shelbyville,13C3E7BF,1,1,1
shelbyville,13C62FC1,1,1,1
shelbyville,13C766E9,1,1,1
shelbyville,13E13403,1,1,1
shelbyville,13EE40F6,1,1,1
shelbyville,13EF647B,4,4,3
shelbyville,13F6A00C,1,1,1
shelbyville,13FFFA2A,1,1,1
shelbyville,1404573E,2,1,2
shelbyville,1417579F,1,1,1
shelbyville,14228985,1,1,1
shelbyville,14231E8,1,1,1
shelbyville,14283504,1,1,1
shelbyville,142975C8,2,2,2
shelbyville,14349FBD,2,2,2
shelbyville,1436C33A,1,1,1
shelbyville,143A3AAF,6,5,2
shelbyville,143EB9AB,1,1,1
shelbyville,1442051A,4,4,3
shelbyville,14595136,1,1,1
shelbyville,145AB54,1,1,1
shelbyville,145D592C,1,1,1
shelbyville,145F786,1,1,1
shelbyville,146087D4,1,1,1
shelbyville,14639D19,2,2,1
shelbyville,1468CCFB,1,1,1
shelbyville,14764047,1,1,1
shelbyville,147862A3,1,1,1
shelbyville,147B7B5A,2,2,2
shelbyville,147C0CE3,1,1,1
shelbyville,147D994A,1,1,1
shelbyville,1480D4A5,1,1,1
shelbyville,1485CB1A,1,1,1
shelbyville,1493FADA,1,1,1
shelbyville,14A96138,1,1,1
shelbyville,14AE8471,1,1,1
shelbyville,14B0A97A,1,1,1
shelbyville,14B6371E,1,1,1
shelbyville,14BCAE96,1,1,1
shelbyville,14BE48FC,1,1,1
shelbyville,14C0D772,1,1,1
shelbyville,14C36963,1,1,1
shelbyville,14CE608E,1,1,1
shelbyville,14D996BB,1,1,1
shelbyville,14D9E350,1,1,1
shelbyville,14E72DDF,1,1,1
shelbyville,14E82986,1,1,1
shelbyville,14E917D2,6,6,3
shelbyville,14E9D57C,2,2,2
shelbyville,14EC91DF,1,1,1
shelbyville,14F3A5B8,1,1,1
shelbyville,14F4BC2D,1,1,1
shelbyville,14F6798D,1,1,1
shelbyville,14F71B49,1,1,1
shelbyville,14FBD1E5,1,1,1
shelbyville,14FD9932,1,1,1
shelbyville,1501DE38,1,1,1
shelbyville,1502449C,1,1,1
shelbyville,1502BEF8,1,1,1
shelbyville,1505C831,1,1,1
shelbyville,150C35ED,2,2,2
shelbyville,150CF8CC,1,1,1
shelbyville,151FE578,2,2,2
shelbyville,1524889B,1,1,1
shelbyville,15262850,2,2,1
shelbyville,1533AC32,1,1,1
shelbyville,153F8E50,1,1,1
shelbyville,153FA78B,1,1,1
shelbyville,15432607,2,2,2
shelbyville,154336C6,1,1,1
shelbyville,15438D46,1,1,1
shelbyville,1545B77C,1,1,1
shelbyville,1557295B,1,1,1
shelbyville,1557F7CF,1,1,1
shelbyville,155CD4E,1,1,1
shelbyville,1562B876,1,1,1
shelbyville,15639906,2,2,1
shelbyville,15688A22,1,1,1
shelbyville,156C89B6,2,2,2
shelbyville,15703E09,1,1,1
shelbyville,15713F77,1,1,1
shelbyville,15750E31,4,4,3
shelbyville,1578CCC6,1,1,1
shelbyville,157E7A2B,1,1,1
shelbyville,15805E36,1,1,1
shelbyville,1584BD9C,1,1,1
shelbyville,159A6B00,1,1,1
shelbyville,159CC779,1,1,1
shelbyville,159E0D1C,2,2,2
shelbyville,15C470BE,1,1,1
shelbyville,15C7538C,1,1,1
shelbyville,15C8AFE3,1,1,1
shelbyville,15CD0ADE,2,2,1
shelbyville,15CDD101,1,1,1
shelbyville,15D63281,2,2,2
shelbyville,15D8A3AB,1,1,1
shelbyville,15DDEB50,1,1,1
shelbyville,15DE1F28,1,1,1
shelbyville,15DFAF2A,1,1,1
shelbyville,15E54416,1,1,1
shelbyville,15F401B7,1,1,1
shelbyville,15FB5486,1,1,1
shelbyville,15FCE6F9,1,1,1
shelbyville,160658CB,2,2,2
shelbyville,1608BC9D,1,1,1
shelbyville,1608D56A,1,1,1
shelbyville,1616532,1,1,1
shelbyville,16209C54,3,3,3
shelbyville,162C549C,1,1,1
shelbyville,16362B97,3,3,2
shelbyville,16480548,1,1,1
shelbyville,16490526,1,1,1
shelbyville,16496BA3,1,1,1
shelbyville,164D7CB7,3,3,3
shelbyville,1655D05E,2,2,2
shelbyville,1658F388,1,1,1
shelbyville,165CB33F,1,1,1
shelbyville,16600952,1,1,1
shelbyville,166570F9,1,1,1
shelbyville,16667F9F,1,1,1
shelbyville,1668804A,1,1,1
shelbyville,1679943B,1,1,1
shelbyville,167A264C,1,1,1
shelbyville,167E883D,1,1,1
shelbyville,168411FA,1,1,1
shelbyville,1692D452,1,1,1
shelbyville,16946E72,1,1,1
shelbyville,16966E5A,2,2,2
shelbyville,169D7B03,1,1,1
shelbyville,169EECE9,1,1,1
shelbyville,16A83FAD,2,2,2
shelbyville,16B5ABAA,2,2,1
shelbyville,16BB5E0D,1,1,1
shelbyville,16BB8DBF,1,1,1
shelbyville,16C2F791,1,1,1
shelbyville,16C451E4,1,1,1
shelbyville,16C50556,1,1,1
shelbyville,16C58C1B,1,1,1
shelbyville,16CE65A3,1,1,1
shelbyville,16D226A3,3,3,3
shelbyville,16D5C964,3,3,2
shelbyville,16D77FF7,2,2,2
shelbyville,16DBE519,1,1,1
shelbyville,16DC88A,1,1,1
shelbyville,16DEBF2E,1,1,1
shelbyville,16DF0147,1,1,1
shelbyville,16E02C30,3,3,2
shelbyville,16E15D1,3,2,1
shelbyville,16EA47B1,2,3,2
shelbyville,16EA8E24,1,1,1
shelbyville,16ED4691,1,1,1
shelbyville,16EEFD08,1,1,1
shelbyville,16F52B18,1,1,1
shelbyville,16FB0329,2,2,2
shelbyville,16FD1B7D,6,6,5
shelbyville,16FFAAE7,2,2,2
shelbyville,1703B40C,1,1,1
shelbyville,1717399A,1,1,1
shelbyville,171FE9CC,2,2,2
shelbyville,172701E9,1,1,1
shelbyville,1727564D,2,2,1
shelbyville,172B0B6F,2,2,2
shelbyville,173A416F,1,1,1
shelbyville,173EC881,1,1,1
shelbyville,17434E51,1,1,1
shelbyville,1743BD29,1,1,1
shelbyville,174696EC,1,1,1
shelbyville,174A15D,1,1,1
shelbyville,174D83B4,2,2,2
shelbyville,1768BF5B,1,1,1
shelbyville,176A73BE,1,1,1
shelbyville,176D702C,1,1,1
shelbyville,1771CA60,1,1,1
shelbyville,177480F,3,3,3
shelbyville,177D509A,1,1,1
shelbyville,17800D09,2,2,2
shelbyville,1781E46,1,1,1
shelbyville,17945090,1,1,1
shelbyville,1795AA86,1,1,1
shelbyville,17969C43,1,1,1
shelbyville,179F0C82,1,1,1
shelbyville,179F2923,1,1,1
shelbyville,17A2E4EB,1,1,1
shelbyville,17A95765,1,1,1
shelbyville,17B78975,5,5,4
shelbyville,17BD5AC8,1,1,1
shelbyville,17C2626,1,1,1
shelbyville,17C83E10,1,1,1
shelbyville,17C96090,1,1,1
shelbyville,17CC907F,1,1,1
shelbyville,17D233AB,5,5,4
shelbyville,17D4B878,1,1,1
shelbyville,17DB821C,1,1,1
shelbyville,17E5DE61,1,1,1
shelbyville,17F21C1D,1,1,1
shelbyville,17F32328,1,1,1
shelbyville,17F52AF3,1,1,1
shelbyville,17FB9EAF,2,2,1
shelbyville,1803AD06,1,1,1
shelbyville,1808A317,4,4,4
shelbyville,180D197E,2,2,2
shelbyville,18110AA,1,1,1
shelbyville,1811AAAC,2,2,2
shelbyville,18132A1E,1,1,1
shelbyville,18143EA0,2,2,1
shelbyville,18292598,2,2,1
shelbyville,1829802C,2,2,2
shelbyville,1832A280,1,1,1
shelbyville,1839E7B,2,2,2
shelbyville,183BBCD9,1,1,1
shelbyville,183DC9FD,3,3,2
shelbyville,183E0C4F,1,1,1
shelbyville,1846734C,1,1,1
shelbyville,184B6DE0,1,1,1
shelbyville,185253CC,1,1,1
shelbyville,1856A1FA,2,2,2
shelbyville,185E33F4,1,1,1
shelbyville,18608044,2,2,1
shelbyville,1862F73A,1,1,1
shelbyville,1865FB64,1,1,1
shelbyville,186E125C,1,1,1
shelbyville,186FC9E8,1,1,1
shelbyville,18787E03,1,1,1
shelbyville,187BF73D,1,1,1
shelbyville,187DD7A4,1,1,1
shelbyville,18839520,4,4,2
shelbyville,1886D8A6,1,1,1
shelbyville,18881C6,1,1,1
shelbyville,1888B1C9,1,1,1
shelbyville,18945540,1,1,1
shelbyville,18955761,2,2,2
shelbyville,18960390,1,1,1
shelbyville,189CE846,1,1,1
shelbyville,189E180E,1,1,1
shelbyville,189FEEB3,1,1,1
shelbyville,18A1CC6C,1,1,1
shelbyville,18A8C518,2,2,1
shelbyville,18AADC98,1,1,1
shelbyville,18B3FE7D,4,4,3
shelbyville,18B90E75,4,3,2
shelbyville,18BD2F89,1,1,1
shelbyville,18C31F86,3,3,3
shelbyville,18C612C1,1,1,1
shelbyville,18C6B0CF,1,1,1
shelbyville,18CBBF96,3,3,2
shelbyville,18D411C8,3,3,1
shelbyville,18E00C1,1,1,1
shelbyville,18E100C4,5,5,1
shelbyville,18E264F2,1,1,1
shelbyville,18EB6B57,1,1,1
shelbyville,18ED9A06,2,2,2
shelbyville,18F1F740,1,1,1
shelbyville,18F87447,1,1,1
shelbyville,19062FF4,1,1,1
shelbyville,1910B22E,2,2,2
shelbyville,1917B2FC,1,1,1
shelbyville,1923BD53,2,2,2
shelbyville,192CA403,2,2,2
shelbyville,192EB02C,1,1,1
shelbyville,192EC7F4,1,1,1
shelbyville,19303EA0,1,1,1
shelbyville,193671E3,1,1,1
shelbyville,1936DCB5,1,1,1
shelbyville,1937B2C2,1,1,1
shelbyville,194BD811,1,1,1
shelbyville,194C0BED,1,1,1
shelbyville,194FF00E,3,3,3
shelbyville,19596023,1,1,1
shelbyville,195B56DF,1,1,1
shelbyville,195C60A4,1,1,1
shelbyville,195D41E7,1,1,1
shelbyville,195DC572,1,1,1
shelbyville,19690DD4,1,1,1
shelbyville,196A380,1,1,1
shelbyville,196A83C4,4,4,2
shelbyville,196E9740,2,2,2
shelbyville,1974C4F,1,1,1
shelbyville,19779E2C,4,4,2
shelbyville,198A7717,1,1,1
shelbyville,198FA0DF,5,5,5
shelbyville,199219F2,3,3,2
shelbyville,199FA51E,2,2,2
shelbyville,19A1B806,1,1,1
shelbyville,19A3B312,1,1,1
shelbyville,19A5313B,1,1,1
shelbyville,19ABF401,1,1,1
shelbyville,19B08E1D,1,1,1
shelbyville,19B33C88,1,1,1
shelbyville,19B3CC6F,4,4,3
shelbyville,19B3FF97,1,1,1
shelbyville,19BC8526,1,1,1
shelbyville,19BFE865,5,5,3
shelbyville,19C1BE92,1,1,1
shelbyville,19C99E83,2,2,1
shelbyville,19CC378A,1,1,1
shelbyville,19CFAEE1,1,1,1
shelbyville,19D2D7F0,1,1,1
shelbyville,19DF8697,1,1,1
shelbyville,19E4B3A7,1,1,1
shelbyville,19E63BEC,1,1,1
shelbyville,19E9948D,1,1,1
shelbyville,19F820F4,1,1,1
shelbyville,19FA5DD1,1,1,1
shelbyville,19FCD83D,1,1,1
shelbyville,19FDC231,1,1,1
shelbyville,1A086BD3,1,1,1
shelbyville,1A0921B8,1,1,1
shelbyville,1A09C8B8,1,2,2
shelbyville,1A0B4A18,2,2,2
shelbyville,1A117710,1,1,1
shelbyville,1A134C62,1,1,1
shelbyville,1A19FF65,1,1,1
shelbyville,1A1ED388,1,1,1
shelbyville,1A1EE1E1,3,3,3
shelbyville,1A224A0D,1,1,1
shelbyville,1A26727C,2,2,1
shelbyville,1A2890DC,1,1,1
shelbyville,1A348185,1,1,1
shelbyville,1A3A78D7,1,1,1
shelbyville,1A3AA14F,1,1,1
shelbyville,1A42E83E,1,1,1
shelbyville,1A4FB79D,1,1,1
shelbyville,1A53A7DB,1,1,1
shelbyville,1A57D5E,2,2,1
shelbyville,1A58E674,1,1,1
shelbyville,1A5D0EA2,4,4,1
shelbyville,1A62D09A,1,1,1
shelbyville,1A64C838,1,1,1
shelbyville,1A661B90,2,2,1
shelbyville,1A6D94AD,1,1,1
shelbyville,1A6DFDB2,1,1,1
shelbyville,1A6F482A,1,1,1
shelbyville,1A77AC67,1,1,1
shelbyville,1A7A0B7,1,1,1
shelbyville,1A7A3D67,1,1,1
shelbyville,1A7E7204,5,5,2
shelbyville,1A86E2CC,2,2,2
shelbyville,1A89861E,1,1,1
shelbyville,1A8A0C02,2,2,2
shelbyville,1A8D902C,1,1,1
shelbyville,1A8E1EF7,2,2,2
shelbyville,1A9B350E,1,1,1
shelbyville,1A9C6BA,1,1,1
shelbyville,1A9D91C3,6,6,5
shelbyville,1A9E14ED,1,1,1
shelbyville,1AA70DFE,1,1,1
shelbyville,1AA97460,1,1,1
shelbyville,1AB2E729,1,1,1
shelbyville,1AB4BF39,3,3,3
shelbyville,1AB581FD,1,1,1
shelbyville,1AC73A6B,1,1,1
shelbyville,1ACA485C,10,10,5
shelbyville,1ACE3B66,1,1,1
shelbyville,1ADC4564,1,1,1
shelbyville,1ADDB08A,1,1,1
shelbyville,1AE17BC0,1,1,1
shelbyville,1AE1E347,3,3,3
shelbyville,1AE1F9A7,1,1,1
shelbyville,1AE5C38D,2,2,2
shelbyville,1AECB6A1,1,1,1
shelbyville,1AF31709,1,1,1
shelbyville,1B014314,1,1,1
shelbyville,1B054F95,2,2,1
shelbyville,1B0A3C5E,1,1,1
shelbyville,1B0BD87A,2,2,2
shelbyville,1B0D7F23,2,2,1
shelbyville,1B0F7D11,1,1,1
shelbyville,1B15ED46,2,2,2
shelbyville,1B2A4EDA,1,1,1
shelbyville,1B2A9C5B,1,1,1
shelbyville,1B2CA0F7,3,3,2
shelbyville,1B319E2D,1,1,1
shelbyville,1B328172,1,1,1
shelbyville,1B328EFA,1,1,1
shelbyville,1B37CD99,2,2,1
shelbyville,1B3DB380,1,1,1
shelbyville,1B40AF7F,1,2,2
shelbyville,1B419063,1,1,1
shelbyville,1B439148,2,2,1
shelbyville,1B472ECB,1,1,1
shelbyville,1B4B29DC,2,2,2
shelbyville,1B50429F,1,1,1
shelbyville,1B520185,1,1,1
shelbyville,1B5492A1,2,2,2
shelbyville,1B62CFE8,1,1,1
shelbyville,1B792BAC,1,1,1
shelbyville,1B7D7A27,1,1,1
shelbyville,1B806F4E,3,3,3
shelbyville,1B877317,2,2,2
shelbyville,1B8B61B9,1,1,1
shelbyville,1B91C621,1,1,1
shelbyville,1B95119F,1,1,1
shelbyville,1B9599CF,1,1,1
shelbyville,1B96CAF9,1,1,1
shelbyville,1B9B4F82,1,1,1
shelbyville,1B9BABB3,2,1,1
shelbyville,1BA78B8F,1,1,1
shelbyville,1BAC2D21,1,1,1
shelbyville,1BAE4189,1,1,1
shelbyville,1BAF057E,1,1,1
shelbyville,1BB273D6,1,1,1
shelbyville,1BB7EC52,1,1,1
shelbyville,1BB802B,2,2,2
shelbyville,1BCCD288,1,1,1
shelbyville,1BD12FAE,1,1,1
shelbyville,1BD77273,1,1,1
shelbyville,1BDC1B5F,5,5,4
shelbyville,1BDDF047,1,1,1
shelbyville,1BDF6EC3,1,1,1
shelbyville,1BE3CE80,1,1,1
shelbyville,1BE3EF43,1,1,1
shelbyville,1BE6022C,2,2,2
shelbyville,1BEA5F7F,1,1,1
shelbyville,1BEB17AF,1,1,1
shelbyville,1BEC46D2,1,1,1
shelbyville,1BEF66A8,1,1,1
shelbyville,1BF37D82,1,1,1
shelbyville,1BFFDA9A,2,2,2
shelbyville,1C00FD7C,1,1,1
shelbyville,1C0E5D82,2,2,2
shelbyville,1C188389,1,1,1
shelbyville,1C1F6E6E,1,1,1
shelbyville,1C2115D9,1,1,1
shelbyville,1C2468E6,1,1,1
shelbyville,1C274F42,1,1,1
shelbyville,1C28B323,1,1,1
shelbyville,1C2B19DB,1,1,1
shelbyville,1C2B5FD0,1,1,1
shelbyville,1C3AAE21,1,1,1
shelbyville,1C42C450,1,1,1
shelbyville,1C43143A,1,1,1
shelbyville,1C43861,1,1,1
shelbyville,1C45B685,1,1,1
shelbyville,1C4AA1FD,2,2,2
shelbyville,1C4EE596,1,1,1
shelbyville,1C51E016,1,1,1
shelbyville,1C591945,1,1,1
shelbyville,1C5A0FF8,1,1,1
shelbyville,1C5A8A35,2,2,2
shelbyville,1C5A8DB6,1,1,1
shelbyville,1C5C90CC,2,2,2
shelbyville,1C61582F,2,2,2
shelbyville,1C69827B,1,1,1
shelbyville,1C6E178B,1,1,1
shelbyville,1C702F06,1,1,1
shelbyville,1C74A8A5,15,15,5
shelbyville,1C7AA265,1,1,1
shelbyville,1C7D9E90,1,1,1
shelbyville,1C87601E,2,2,2
shelbyville,1C894108,1,1,1
shelbyville,1C89FAC3,1,1,1
shelbyville,1C8E5D47,1,1,1
shelbyville,1C90FA0B,1,1,1
shelbyville,1CA0CEFB,2,2,2
shelbyville,1CA181B2,1,1,1
shelbyville,1CA94D96,2,2,2
shelbyville,1CAA3FD4,2,2,1
shelbyville,1CAC084F,1,1,1
shelbyville,1CB1A7A9,1,1,1
shelbyville,1CB2D8CC,1,1,1
shelbyville,1CB42198,1,1,1
shelbyville,1CBC390C,2,2,1
shelbyville,1CC09837,1,1,1
shelbyville,1CC1B014,2,2,2
shelbyville,1CC7DD26,1,1,1
shelbyville,1CC97AE5,1,1,1
shelbyville,1CCBD5ED,1,1,1
shelbyville,1CD19051,1,1,1
shelbyville,1CDB3062,1,1,1
shelbyville,1CDFC527,1,1,1
shelbyville,1CE0406F,1,1,1
shelbyville,1CE23EDA,1,1,1
shelbyville,1CE3F877,1,1,1
shelbyville,1CEF3A8C,1,1,1
shelbyville,1CF64EF2,1,1,1
shelbyville,1CFC2024,3,3,3
shelbyville,1CFD1388,1,1,1
shelbyville,1D030EAE,1,1,1
shelbyville,1D0C578F,1,1,1
shelbyville,1D0ED30C,6,6,3
shelbyville,1D0F6E70,1,1,1
shelbyville,1D1290C3,1,1,1
shelbyville,1D151039,2,2,1
shelbyville,1D2706AD,1,1,1
shelbyville,1D2A582D,1,1,1
shelbyville,1D2AC06D,1,1,1
shelbyville,1D2B7E25,1,1,1
shelbyville,1D2E9AD2,1,1,1
shelbyville,1D35F563,4,4,3
shelbyville,1D3F91B6,1,1,1
shelbyville,1D418F60,1,1,1
shelbyville,1D4661,4,4,4
shelbyville,1D47CA7F,3,2,2
shelbyville,1D47F6BD,2,2,2
shelbyville,1D4AE81E,3,3,1
shelbyville,1D4BC7FA,7,7,5
shelbyville,1D4DE9E6,1,1,1
shelbyville,1D507F3F,2,2,2
shelbyville,1D513142,1,1,1
shelbyville,1D5259B8,3,3,2
shelbyville,1D54C2AE,1,1,1
shelbyville,1D56DDA1,3,3,2
shelbyville,1D589C3E,2,2,2
shelbyville,1D5B5540,1,1,1
shelbyville,1D5CC35F,1,1,1
shelbyville,1D5DF057,1,1,1
shelbyville,1D62998B,1,1,1
shelbyville,1D629B77,1,1,1
shelbyville,1D652713,1,1,1
shelbyville,1D679DA9,1,1,1
shelbyville,1D6CD3F0,1,1,1
shelbyville,1D6FC8A2,1,1,1
shelbyville,1D75A2B1,1,1,1
shelbyville,1D7BA0B6,2,2,2
shelbyville,1D7E633,2,2,2
shelbyville,1D8680EE,1,1,1
shelbyville,1D8DBAC8,1,1,1
shelbyville,1D994771,1,1,1
shelbyville,1DA07AA4,1,1,1
shelbyville,1DA16F14,2,2,2
shelbyville,1DA23261,1,1,1
shelbyville,1DA6F4D7,1,1,1
shelbyville,1DACD3AD,1,1,1
shelbyville,1DAD178A,1,1,1
shelbyville,1DB071CA,2,2,2
shelbyville,1DBAA974,1,1,1
shelbyville,1DBECC77,1,6,5
shelbyville,1DC72224,1,1,1
shelbyville,1DCC27BE,1,1,1
shelbyville,1DD335D,3,3,3
shelbyville,1DD47D0E,1,1,1
shelbyville,1DE84A57,1,1,1
shelbyville,1DE9676A,1,1,1
shelbyville,1DE980DD,1,1,1
shelbyville,1DED7048,2,2,2
shelbyville,1DF32956,2,2,1
shelbyville,1DF683C,2,2,2
shelbyville,1DF8A4B5,1,1,1
shelbyville,1DFA527D,1,1,1
shelbyville,1DFA728A,2,1,1
shelbyville,1E01DFA5,1,1,1
shelbyville,1E05B54F,1,1,1
shelbyville,1E0ED848,1,1,1
shelbyville,1E107B69,1,1,1
shelbyville,1E1931FD,3,3,3
shelbyville,1E19B88C,1,1,1
shelbyville,1E21747,2,2,2
shelbyville,1E221CE7,2,2,2
